employee_id,employee_name,iban,subsidiary_id,pay_period,gross_amount,taxes_amount,net_amount,currency
DE001-E016,Employee 16 DE001,DE00********3546,DE001,2025-09,3589.39,950.03,2639.36,EUR
DE001-E017,Employee 17 DE001,DE00********6617,DE001,2025-09,3314.39,890.89,2423.5,EUR
DE001-E018,Employee 18 DE001,DE00********5325,DE001,2025-09,4521.64,972.86,3548.78,EUR
DE001-E019,Employee 19 DE001,DE00********1832,DE001,2025-09,2869.19,686.6,2182.59,EUR
DE001-E020,Employee 20 DE001,DE00********5533,DE001,2025-09,2676.35,606.72,2069.63,EUR
DE001-E021,Employee 21 DE001,DE00********3143,DE001,2025-09,5048.45,1093.87,3954.58,EUR
DE001-E022,Employee 22 DE001,DE00********8239,DE001,2025-09,4706.72,1129.03,3577.69,EUR
DE001-E023,Employee 23 DE001,DE00********1158,DE001,2025-09,2947.5,920.53,2026.97,EUR
DE001-E024,Employee 24 DE001,DE00********3442,DE001,2025-09,4682.36,1389.93,3292.43,EUR
DE001-E025,Employee 25 DE001,DE00********3426,DE001,2025-09,4219.15,784.15,3435.0,EUR
DE001-E026,Employee 26 DE001,DE00********6974,DE001,2025-09,6095.93,1776.7,4319.23,EUR
DE001-E027,Employee 27 DE001,DE00********1653,DE001,2025-09,6095.7,1276.5,4819.2,EUR
DE001-E028,Employee 28 DE001,DE00********5088,DE001,2025-09,5167.73,1186.07,3981.66,EUR
DE001-E029,Employee 29 DE001,DE00********7658,DE001,2025-09,6395.35,1822.21,4573.14,EUR
DE001-E030,Employee 30 DE001,DE00********4878,DE001,2025-09,5958.42,1886.85,4071.57,EUR
DE001-E031,Employee 31 DE001,DE00********3900,DE001,2025-09,6025.66,1105.53,4920.13,EUR
DE001-E032,Employee 32 DE001,DE00********6442,DE001,2025-09,5629.55,1337.81,4291.74,EUR
DE001-E033,Employee 33 DE001,DE00********5065,DE001,2025-09,3567.22,1035.32,2531.9,EUR
DE001-E034,Employee 34 DE001,DE00********2771,DE001,2025-09,4030.17,747.28,3282.89,EUR
DE001-E035,Employee 35 DE001,DE00********8711,DE001,2025-09,3389.73,997.67,2392.06,EUR
DE001-E036,Employee 36 DE001,DE00********8541,DE001,2025-09,3898.63,1149.61,2749.02,EUR
DE001-E037,Employee 37 DE001,DE00********4728,DE001,2025-09,3391.69,923.91,2467.78,EUR
DE001-E038,Employee 38 DE001,DE00********7528,DE001,2025-09,3813.05,1147.76,2665.29,EUR
DE001-E039,Employee 39 DE001,DE00********5573,DE001,2025-09,3904.58,981.29,2923.29,EUR
DE001-E040,Employee 40 DE001,DE00********9785,DE001,2025-09,3824.6,703.21,3121.39,EUR
