employee_id,employee_name,iban,subsidiary_id,pay_period,gross_amount,taxes_amount,net_amount,currency
DE003-E031,Employee 31 DE003,DE00********7798,DE003,2025-07,3859.5,1120.34,2739.16,EUR
DE003-E032,Employee 32 DE003,DE00********5377,DE003,2025-07,5782.2,1269.76,4512.44,EUR
DE003-E033,Employee 33 DE003,DE00********5891,DE003,2025-07,5849.9,1527.93,4321.97,EUR
DE003-E034,Employee 34 DE003,DE00********9022,DE003,2025-07,5961.04,1445.65,4515.39,EUR
DE003-E035,Employee 35 DE003,DE00********8935,DE003,2025-07,3880.5,998.33,2882.17,EUR
DE003-E036,Employee 36 DE003,DE00********9903,DE003,2025-07,4008.84,1245.14,2763.7,EUR
DE003-E037,Employee 37 DE003,DE00********4090,DE003,2025-07,6423.1,1370.9,5052.2,EUR
DE003-E038,Employee 38 DE003,DE00********7274,DE003,2025-07,3434.25,991.04,2443.21,EUR
DE003-E039,Employee 39 DE003,DE00********1715,DE003,2025-07,3772.71,928.9,2843.81,EUR
DE003-E040,Employee 40 DE003,DE00********7246,DE003,2025-07,4044.32,1103.76,2940.56,EUR
DE003-E001,Employee 1 DE003,DE00********3492,DE003,2025-08,4481.31,829.86,3651.45,EUR
DE003-E002,Employee 2 DE003,DE00********9229,DE003,2025-08,6361.41,1440.73,4920.68,EUR
DE003-E003,Employee 3 DE003,DE00********2644,DE003,2025-08,5996.76,1449.07,4547.69,EUR
DE003-E004,Employee 4 DE003,DE00********9617,DE003,2025-08,6141.77,1118.72,5023.05,EUR
DE003-E005,Employee 5 DE003,DE00********3361,DE003,2025-08,4139.91,1124.69,3015.22,EUR
DE003-E006,Employee 6 DE003,DE00********3529,DE003,2025-08,2799.31,810.16,1989.15,EUR
DE003-E007,Employee 7 DE003,DE00********5342,DE003,2025-08,3854.24,1067.54,2786.7,EUR
DE003-E008,Employee 8 DE003,DE00********2315,DE003,2025-08,5907.06,1768.15,4138.91,EUR
DE003-E009,Employee 9 DE003,DE00********9742,DE003,2025-08,4020.04,901.83,3118.21,EUR
DE003-E010,Employee 10 DE003,DE00********8994,DE003,2025-08,5989.53,1108.22,4881.31,EUR
DE003-E011,Employee 11 DE003,DE00********2121,DE003,2025-08,3439.08,948.55,2490.53,EUR
DE003-E012,Employee 12 DE003,DE00********5708,DE003,2025-08,6489.7,1846.63,4643.07,EUR
DE003-E013,Employee 13 DE003,DE00********8110,DE003,2025-08,6413.35,1837.12,4576.23,EUR
DE003-E014,Employee 14 DE003,DE00********2646,DE003,2025-08,4274.71,1184.78,3089.93,EUR
DE003-E015,Employee 15 DE003,DE00********1474,DE003,2025-08,2683.96,782.27,1901.69,EUR
DE003-E016,Employee 16 DE003,DE00********5806,DE003,2025-08,3933.85,945.29,2988.56,EUR
DE003-E017,Employee 17 DE003,DE00********5000,DE003,2025-08,4624.67,1198.85,3425.82,EUR
DE003-E018,Employee 18 DE003,DE00********3950,DE003,2025-08,3179.93,607.54,2572.39,EUR
DE003-E019,Employee 19 DE003,DE00********7267,DE003,2025-08,4978.84,1064.06,3914.78,EUR
DE003-E020,Employee 20 DE003,DE00********3344,DE003,2025-08,3428.75,923.39,2505.36,EUR
DE003-E021,Employee 21 DE003,DE00********8529,DE003,2025-08,3521.31,638.47,2882.84,EUR
DE003-E022,Employee 22 DE003,DE00********8622,DE003,2025-08,6104.84,1678.01,4426.83,EUR
DE003-E023,Employee 23 DE003,DE00********3588,DE003,2025-08,2795.45,873.11,1922.34,EUR
DE003-E024,Employee 24 DE003,DE00********5901,DE003,2025-08,5055.75,1210.36,3845.39,EUR
DE003-E025,Employee 25 DE003,DE00********5097,DE003,2025-08,4327.34,961.95,3365.39,EUR
DE003-E026,Employee 26 DE003,DE00********7302,DE003,2025-08,5913.34,1152.7,4760.64,EUR
DE003-E027,Employee 27 DE003,DE00********7248,DE003,2025-08,4787.69,1247.07,3540.62,EUR
DE003-E028,Employee 28 DE003,DE00********5837,DE003,2025-08,2587.76,766.51,1821.25,EUR
DE003-E029,Employee 29 DE003,DE00********7484,DE003,2025-08,3597.92,932.69,2665.23,EUR
DE003-E030,Employee 30 DE003,DE00********1803,DE003,2025-08,6142.47,1746.45,4396.02,EUR
DE003-E031,Employee 31 DE003,DE00********5689,DE003,2025-08,5602.96,1189.04,4413.92,EUR
DE003-E032,Employee 32 DE003,DE00********6772,DE003,2025-08,3376.02,697.55,2678.47,EUR
DE003-E033,Employee 33 DE003,DE00********5106,DE003,2025-08,5211.06,1463.94,3747.12,EUR
DE003-E034,Employee 34 DE003,DE00********3240,DE003,2025-08,5012.99,1536.36,3476.63,EUR
DE003-E035,Employee 35 DE003,DE00********1645,DE003,2025-08,3735.73,902.98,2832.75,EUR
DE003-E036,Employee 36 DE003,DE00********6977,DE003,2025-08,5429.44,1045.81,4383.63,EUR
DE003-E037,Employee 37 DE003,DE00********5835,DE003,2025-08,3806.88,906.69,2900.19,EUR
DE003-E038,Employee 38 DE003,DE00********4289,DE003,2025-08,3028.64,773.87,2254.77,EUR
DE003-E039,Employee 39 DE003,DE00********6994,DE003,2025-08,4623.41,1423.49,3199.92,EUR
DE003-E040,Employee 40 DE003,DE00********3695,DE003,2025-08,3527.88,1042.34,2485.54,EUR
DE003-E001,Employee 1 DE003,DE00********8894,DE003,2025-09,6369.54,1409.71,4959.83,EUR
DE003-E002,Employee 2 DE003,DE00********6549,DE003,2025-09,5716.93,1403.89,4313.04,EUR
DE003-E003,Employee 3 DE003,DE00********2233,DE003,2025-09,3063.03,965.8,2097.23,EUR
DE003-E004,Employee 4 DE003,DE00********7511,DE003,2025-09,6369.08,1863.86,4505.22,EUR
DE003-E005,Employee 5 DE003,DE00********6992,DE003,2025-09,2861.21,673.07,2188.14,EUR
DE003-E006,Employee 6 DE003,DE00********5332,DE003,2025-09,4646.29,1132.16,3514.13,EUR
DE003-E007,Employee 7 DE003,DE00********5295,DE003,2025-09,4838.24,1427.95,3410.29,EUR
DE003-E008,Employee 8 DE003,DE00********7086,DE003,2025-09,2933.38,624.03,2309.35,EUR
DE003-E009,Employee 9 DE003,DE00********1410,DE003,2025-09,4978.19,1553.41,3424.78,EUR
DE003-E010,Employee 10 DE003,DE00********6374,DE003,2025-09,6161.02,1299.92,4861.1,EUR
DE003-E011,Employee 11 DE003,DE00********2035,DE003,2025-09,5041.62,1235.18,3806.44,EUR
DE003-E012,Employee 12 DE003,DE00********5951,DE003,2025-09,5096.96,1000.71,4096.25,EUR
DE003-E013,Employee 13 DE003,DE00********1742,DE003,2025-09,6285.05,1399.12,4885.93,EUR
DE003-E014,Employee 14 DE003,DE00********9071,DE003,2025-09,2964.48,631.05,2333.43,EUR
DE003-E015,Employee 15 DE003,DE00********9807,DE003,2025-09,3042.66,740.92,2301.74,EUR
DE003-E016,Employee 16 DE003,DE00********9850,DE003,2025-09,4176.51,1185.78,2990.73,EUR
DE003-E017,Employee 17 DE003,DE00********3531,DE003,2025-09,6041.66,1641.45,4400.21,EUR
DE003-E018,Employee 18 DE003,DE00********9017,DE003,2025-09,4962.61,1545.69,3416.92,EUR
DE003-E019,Employee 19 DE003,DE00********5583,DE003,2025-09,2630.87,610.03,2020.84,EUR
DE003-E020,Employee 20 DE003,DE00********8264,DE003,2025-09,4278.78,911.62,3367.16,EUR
DE003-E021,Employee 21 DE003,DE00********6942,DE003,2025-09,2897.42,799.67,2097.75,EUR
DE003-E022,Employee 22 DE003,DE00********9920,DE003,2025-09,6106.78,1650.51,4456.27,EUR
DE003-E023,Employee 23 DE003,DE00********1992,DE003,2025-09,4092.56,845.41,3247.15,EUR
DE003-E024,Employee 24 DE003,DE00********3001,DE003,2025-09,6296.04,1859.77,4436.27,EUR
DE003-E025,Employee 25 DE003,DE00********2501,DE003,2025-09,5151.07,1389.96,3761.11,EUR
DE003-E026,Employee 26 DE003,DE00********1349,DE003,2025-09,2702.31,612.59,2089.72,EUR
DE003-E027,Employee 27 DE003,DE00********3063,DE003,2025-09,5647.91,1178.88,4469.03,EUR
DE003-E028,Employee 28 DE003,DE00********4394,DE003,2025-09,4845.53,1423.75,3421.78,EUR
DE003-E029,Employee 29 DE003,DE00********4817,DE003,2025-09,3814.24,765.36,3048.88,EUR
DE003-E030,Employee 30 DE003,DE00********1046,DE003,2025-09,3609.1,1146.84,2462.26,EUR
DE003-E031,Employee 31 DE003,DE00********3129,DE003,2025-09,4660.86,1360.0,3300.86,EUR
DE003-E032,Employee 32 DE003,DE00********2801,DE003,2025-09,5144.23,944.53,4199.7,EUR
DE003-E033,Employee 33 DE003,DE00********1243,DE003,2025-09,3932.97,1142.06,2790.91,EUR
DE003-E034,Employee 34 DE003,DE00********6304,DE003,2025-09,2563.12,556.59,2006.53,EUR
DE003-E035,Employee 35 DE003,DE00********3076,DE003,2025-09,5466.87,1386.68,4080.19,EUR
DE003-E036,Employee 36 DE003,DE00********2041,DE003,2025-09,4404.98,1272.7,3132.28,EUR
DE003-E037,Employee 37 DE003,DE00********9408,DE003,2025-09,4874.66,1185.91,3688.75,EUR
DE003-E038,Employee 38 DE003,DE00********4629,DE003,2025-09,6281.66,1168.84,5112.82,EUR
DE003-E039,Employee 39 DE003,DE00********9543,DE003,2025-09,3706.52,1001.01,2705.51,EUR
DE003-E040,Employee 40 DE003,DE00********1510,DE003,2025-09,2743.3,677.75,2065.55,EUR
